age,gender,education_level,marital_status,monthly_income,existing_credit_limit,credit_score_raw,credit_approved,recommended_limit
35,Female,High School,Married,162104.92,101700.0,72.0,1,132200.0
18,Female,High School,Divorced,34917.27,44000.0,49.0,1,48400.0
40,Male,Bachelor,Married,68706.84,21700.0,63.0,1,27100.0
30,Female,High School,Married,74296.12,0.0,48.0,1,111400.0
19,Male,High School,Divorced,18665.56,41400.0,47.0,1,37800.0
54,Male,High School,Married,81936.25,26500.0,59.0,1,30500.0
37,Male,Bachelor,Married,16893.92,0.0,43.0,1,25300.0
32,Female,PhD,Widowed,39163.7,91800.0,74.0,1,119300.0
31,Male,Master,Married,12227.53,24900.0,68.0,1,25700.0
19,Female,Bachelor,Divorced,78575.52,49300.0,62.0,1,61600.0
21,Male,Bachelor,Married,10697.69,0.0,39.0,1,8800.0
50,Male,High School,Married,74630.67,142100.0,65.0,1,117000.0
30,Female,High School,Single,77062.65,116400.0,63.0,1,145500.0
36,Male,High School,Married,88539.64,181800.0,76.0,1,236300.0
18,Female,High School,Divorced,63980.21,42600.0,52.0,1,49000.0
21,Female,Bachelor,Single,11368.6,0.0,37.0,0,0.0
42,Female,High School,Single,14015.64,27500.0,48.0,1,30000.0
40,Male,Bachelor,Single,31641.45,38200.0,65.0,1,47800.0
55,Male,High School,Married,79649.43,140400.0,65.0,1,124900.0
50,Female,High School,Single,53380.72,39000.0,58.0,1,44800.0
33,Female,Master,Married,12037.69,0.0,46.0,1,18100.0
41,Male,High School,Married,54890.51,37400.0,60.0,1,46800.0
32,Female,Bachelor,Divorced,55392.1,109500.0,71.0,1,142400.0
58,Male,High School,Married,43247.09,64600.0,54.0,1,67800.0
48,Male,High School,Married,52216.3,65100.0,65.0,1,81400.0
37,Female,Bachelor,Married,127169.56,57900.0,69.0,1,72400.0
38,Male,Bachelor,Single,31275.7,55100.0,65.0,1,68900.0
51,Male,High School,Married,50740.89,36500.0,60.0,1,45600.0
42,Male,Master,Married,24506.31,13900.0,65.0,1,17400.0
53,Male,Bachelor,Divorced,20917.5,13500.0,51.0,1,15500.0
18,Female,High School,Single,165273.56,116800.0,66.0,1,146000.0
41,Male,High School,Married,173990.49,314300.0,77.0,1,408600.0
30,Female,Bachelor,Single,29293.84,0.0,48.0,1,43900.0
55,Female,Bachelor,Married,68692.6,91200.0,75.0,1,118600.0
53,Male,High School,Married,56509.91,74500.0,65.0,1,88600.0
36,Male,High School,Single,31013.78,37400.0,55.0,1,43000.0
52,Male,High School,Married,19529.87,0.0,33.0,0,0.0
55,Female,High School,Married,132864.57,86800.0,66.0,1,108500.0
36,Male,High School,Single,99863.57,92200.0,64.0,1,115200.0
63,Male,PhD,Single,45143.55,23500.0,70.0,1,30600.0
35,Male,Bachelor,Married,12833.71,27500.0,65.0,1,25000.0
33,Female,Bachelor,Married,106488.73,0.0,64.0,1,159700.0
45,Female,High School,Married,354698.89,655500.0,77.0,1,852200.0
32,Female,High School,Single,74998.29,0.0,46.0,1,112500.0
36,Female,High School,Married,41281.07,55200.0,57.0,1,63500.0
51,Male,Bachelor,Married,31631.55,0.0,50.0,1,47400.0
36,Female,High School,Married,142527.12,129300.0,66.0,1,161600.0
18,Male,High School,Single,31599.3,0.0,34.0,0,0.0
40,Male,High School,Married,12654.41,15500.0,50.0,1,17800.0
28,Female,Master,Married,146784.66,183400.0,80.0,1,256800.0
45,Male,Bachelor,Married,30937.66,21300.0,62.0,1,26600.0
43,Male,High School,Single,112439.7,238900.0,74.0,1,310600.0
52,Female,Bachelor,Married,87231.21,173400.0,81.0,1,242800.0
45,Male,Bachelor,Married,49851.62,105700.0,80.0,1,139000.0
47,Male,High School,Married,79955.86,0.0,48.0,1,119900.0
28,Female,High School,Married,16594.42,5300.0,34.0,0,5300.0
44,Male,Bachelor,Married,79336.64,185000.0,80.0,1,247200.0
57,Female,High School,Single,49044.22,113900.0,65.0,1,93800.0
28,Female,Master,Divorced,62568.59,93600.0,70.0,1,121700.0
55,Male,High School,Divorced,40308.86,92200.0,58.0,1,69400.0
29,Male,Bachelor,Single,163357.04,144900.0,76.0,1,188400.0
26,Female,High School,Married,40144.88,0.0,36.0,0,0.0
39,Female,Bachelor,Single,78495.7,142600.0,73.0,1,185400.0
43,Male,PhD,Married,30661.75,43100.0,72.0,1,56000.0
46,Male,High School,Single,337562.81,732100.0,80.0,1,1024900.0
25,Male,High School,Widowed,24517.0,36600.0,50.0,1,42100.0
40,Female,High School,Married,104634.62,69900.0,66.0,1,87400.0
28,Male,Master,Single,34418.17,73100.0,69.0,1,91400.0
19,Female,Bachelor,Married,34640.95,64300.0,63.0,1,71000.0
25,Female,High School,Married,32850.99,46900.0,53.0,1,53900.0
27,Female,Master,Married,156149.96,217800.0,86.0,1,304900.0
41,Female,Bachelor,Single,70371.7,0.0,56.0,1,105600.0
48,Male,High School,Married,95913.05,168900.0,71.0,1,219600.0
19,Male,Bachelor,Divorced,20646.38,0.0,35.0,0,0.0
39,Female,Bachelor,Married,318166.91,620200.0,87.0,1,868300.0
23,Male,Bachelor,Single,20745.3,45200.0,59.0,1,51900.0
42,Male,High School,Married,64327.95,52700.0,60.0,1,65900.0
29,Female,Master,Married,22042.24,28400.0,66.0,1,35500.0
24,Male,Bachelor,Single,158641.8,153900.0,76.0,1,200100.0
44,Female,Bachelor,Single,140941.24,97400.0,74.0,1,126600.0
29,Male,High School,Single,45884.5,0.0,42.0,0,0.0
32,Male,PhD,Married,35170.09,74700.0,77.0,1,97100.0
18,Male,Bachelor,Married,86898.76,69300.0,72.0,1,90100.0
46,Female,Master,Married,108786.28,182800.0,84.0,1,255900.0
45,Female,High School,Single,57678.78,72800.0,63.0,1,91000.0
36,Male,PhD,Married,148456.31,209400.0,86.0,1,293200.0
19,Male,Bachelor,Married,81941.14,121000.0,77.0,1,157300.0
49,Female,Master,Married,73878.04,122700.0,78.0,1,159500.0
28,Male,High School,Married,75226.65,0.0,44.0,1,112800.0
31,Male,High School,Married,59701.38,41100.0,60.0,1,51400.0
61,Male,High School,Married,45451.36,45000.0,57.0,1,51700.0
28,Female,High School,Married,82793.79,45500.0,62.0,1,56900.0
44,Male,High School,Single,89786.01,164500.0,69.0,1,191900.0
42,Male,Master,Single,167977.22,166100.0,83.0,1,232500.0
40,Female,Bachelor,Single,31142.57,63800.0,70.0,1,82900.0
39,Male,High School,Married,30091.91,57200.0,57.0,1,52700.0
40,Female,Master,Divorced,21518.42,8500.0,47.0,1,9400.0
38,Male,Bachelor,Single,89477.68,0.0,62.0,1,134200.0
35,Male,Master,Married,17346.81,28200.0,63.0,1,35200.0
52,Male,Master,Married,68151.04,125700.0,78.0,1,163400.0
21,Female,Bachelor,Married,68235.4,76100.0,71.0,1,98900.0
47,Male,High School,Single,54081.3,40000.0,58.0,1,46000.0
45,Male,PhD,Single,77768.99,0.0,61.0,1,116700.0
43,Female,High School,Single,52698.05,43700.0,58.0,1,50300.0
48,Female,Bachelor,Married,54432.85,36200.0,70.0,1,47100.0
34,Male,Master,Single,75337.34,75800.0,76.0,1,98500.0
18,Male,High School,Married,84117.58,116000.0,67.0,1,145000.0
35,Male,Bachelor,Divorced,149933.22,268600.0,77.0,1,349200.0
25,Female,High School,Married,66371.75,146500.0,66.0,1,122500.0
27,Female,High School,Married,18342.88,34700.0,46.0,1,33800.0
22,Female,High School,Married,15459.8,26800.0,46.0,1,28500.0
30,Female,Master,Married,37046.78,0.0,53.0,1,55600.0
29,Female,High School,Married,80116.16,183400.0,72.0,1,236500.0
18,Male,Master,Married,22337.84,0.0,49.0,1,33500.0
43,Male,Bachelor,Married,54854.4,91600.0,75.0,1,119100.0
60,Female,Bachelor,Married,18437.18,0.0,40.0,1,27700.0
42,Male,Bachelor,Divorced,31232.04,77500.0,68.0,1,66800.0
33,Male,Bachelor,Married,68496.57,149800.0,80.0,1,209700.0
35,Male,High School,Married,330701.0,367700.0,77.0,1,478000.0
31,Female,High School,Married,34109.97,0.0,40.0,0,0.0
36,Male,Bachelor,Married,41249.52,61900.0,67.0,1,77400.0
35,Male,Bachelor,Married,30720.68,66300.0,72.0,1,86200.0
26,Female,High School,Single,37910.86,51300.0,51.0,1,59000.0
54,Male,Bachelor,Married,31784.02,0.0,50.0,1,47700.0
19,Female,High School,Single,16351.68,22200.0,44.0,1,24400.0
43,Male,Bachelor,Married,100236.67,56200.0,76.0,1,73100.0
34,Female,Bachelor,Divorced,82416.51,0.0,60.0,1,123600.0
56,Male,Master,Married,29358.65,19500.0,62.0,1,24400.0
39,Female,Bachelor,Single,28927.72,32200.0,65.0,1,40200.0
32,Female,Master,Single,48994.5,26100.0,71.0,1,33900.0
33,Female,Bachelor,Married,67787.68,76800.0,75.0,1,99800.0
36,Female,Bachelor,Single,31611.85,76500.0,70.0,1,99400.0
23,Male,High School,Married,24275.57,56900.0,58.0,1,44800.0
27,Female,High School,Married,39286.16,60500.0,53.0,1,69600.0
18,Female,Master,Married,10796.94,18400.0,59.0,1,21200.0
25,Female,High School,Single,25335.83,27200.0,51.0,1,31300.0
37,Female,High School,Married,65731.4,50200.0,60.0,1,62800.0
39,Male,Master,Single,61099.02,55700.0,71.0,1,72400.0
18,Female,Bachelor,Married,28336.85,13400.0,51.0,1,15400.0
34,Male,High School,Widowed,304063.98,389000.0,74.0,1,505700.0
42,Female,High School,Single,68593.06,33500.0,51.0,1,38500.0
34,Male,Bachelor,Single,128917.32,144300.0,79.0,1,187600.0
29,Male,Bachelor,Married,159856.24,347300.0,88.0,1,486200.0
31,Female,Bachelor,Divorced,134834.78,156400.0,77.0,1,203300.0
30,Female,High School,Single,44512.31,0.0,38.0,0,0.0
28,Female,Bachelor,Single,40441.67,0.0,44.0,1,60700.0
37,Female,Master,Married,11277.39,11200.0,58.0,1,12900.0
61,Female,Master,Single,57328.75,27600.0,61.0,1,34500.0
27,Female,High School,Single,34325.17,67800.0,51.0,1,77200.0
32,Male,High School,Single,15626.66,13000.0,43.0,1,14300.0
35,Female,Bachelor,Married,94228.36,0.0,64.0,1,141300.0
28,Female,Master,Married,68766.77,33900.0,62.0,1,42400.0
48,Female,Bachelor,Married,313178.41,562700.0,87.0,1,787800.0
18,Female,Bachelor,Single,65851.46,22200.0,57.0,1,25500.0
30,Male,PhD,Married,41921.07,67300.0,72.0,1,87500.0
45,Male,High School,Married,34801.56,37100.0,57.0,1,42700.0
32,Female,Master,Single,40088.49,0.0,51.0,1,60100.0
26,Male,Bachelor,Married,35496.94,0.0,46.0,1,53200.0
40,Female,Master,Married,380047.63,114600.0,78.0,1,149000.0
45,Male,PhD,Widowed,26926.32,45700.0,69.0,1,57100.0
38,Female,Bachelor,Married,19980.16,0.0,43.0,1,30000.0
27,Female,High School,Married,15375.89,0.0,29.0,0,0.0
41,Female,Bachelor,Married,152781.78,85000.0,82.0,1,119000.0
31,Male,Master,Divorced,70474.78,81500.0,74.0,1,106000.0
44,Male,Master,Married,49898.45,119400.0,83.0,1,167200.0
52,Female,High School,Single,32041.49,0.0,38.0,0,0.0
18,Female,High School,Single,75324.53,0.0,42.0,1,113000.0
37,Male,Bachelor,Married,85428.18,76400.0,76.0,1,99300.0
18,Male,Bachelor,Married,27024.56,0.0,46.0,1,40500.0
62,Male,High School,Single,60983.2,55200.0,55.0,1,63500.0
30,Female,Bachelor,Married,61227.35,87900.0,75.0,1,114300.0
44,Female,High School,Divorced,34060.35,78000.0,58.0,1,65500.0
35,Female,Bachelor,Married,20356.06,10100.0,48.0,1,11100.0
27,Female,High School,Married,31097.1,29600.0,48.0,1,32600.0
25,Male,Master,Married,51606.36,55700.0,74.0,1,72400.0
53,Female,Bachelor,Single,67794.93,29100.0,61.0,1,36400.0
46,Male,High School,Single,46695.07,38400.0,58.0,1,44200.0
57,Male,Bachelor,Married,29922.51,13100.0,52.0,1,15100.0
36,Male,High School,Divorced,33827.34,32100.0,48.0,1,35300.0
39,Male,PhD,Divorced,16212.18,5900.0,49.0,1,6500.0
33,Male,Bachelor,Married,81878.37,31500.0,69.0,1,39400.0
32,Male,Bachelor,Single,162100.79,0.0,68.0,1,243200.0
24,Male,High School,Divorced,57718.48,65400.0,57.0,1,75200.0
36,Male,High School,Married,28924.03,34000.0,57.0,1,39100.0
27,Female,Bachelor,Married,178349.82,191200.0,83.0,1,267700.0
40,Male,High School,Married,31004.17,44300.0,57.0,1,50900.0
37,Male,Bachelor,Married,51427.1,118800.0,80.0,1,160200.0
39,Male,High School,Married,17883.26,0.0,33.0,0,0.0
54,Male,High School,Married,55958.18,29100.0,60.0,1,36400.0
35,Female,High School,Married,72152.38,129900.0,65.0,1,126500.0
44,Female,PhD,Married,40889.43,98200.0,77.0,1,127700.0
58,Female,Master,Married,105629.34,0.0,64.0,1,158400.0
50,Male,High School,Single,65323.53,47400.0,58.0,1,54500.0
48,Male,High School,Married,14595.39,12400.0,45.0,1,13600.0
32,Male,High School,Married,399865.15,163300.0,65.0,1,204100.0
38,Female,High School,Single,18539.59,38400.0,53.0,1,39600.0
21,Female,Master,Divorced,48706.59,55400.0,70.0,1,72000.0
41,Male,Bachelor,Married,55286.83,0.0,58.0,1,82900.0
39,Male,Master,Married,104153.4,0.0,67.0,1,156200.0
36,Male,Master,Single,45685.11,25000.0,71.0,1,32500.0
47,Male,Bachelor,Single,118426.63,177700.0,79.0,1,231000.0
22,Female,Bachelor,Single,59600.57,111800.0,69.0,1,139800.0
53,Female,Master,Married,27404.85,11200.0,58.0,1,12900.0
45,Female,Bachelor,Married,69889.6,85700.0,75.0,1,111400.0
35,Male,High School,Single,54830.25,114200.0,68.0,1,117200.0
34,Male,Bachelor,Single,43644.51,107400.0,70.0,1,139600.0
41,Female,Bachelor,Married,18789.55,34500.0,60.0,1,36600.0
52,Female,PhD,Married,50463.03,0.0,63.0,1,75700.0
37,Male,Bachelor,Married,239149.44,219500.0,82.0,1,307300.0
37,Male,High School,Single,89209.71,141900.0,69.0,1,177400.0
36,Female,High School,Divorced,54008.33,0.0,44.0,1,81000.0
55,Male,Master,Married,24690.02,19800.0,65.0,1,24800.0
31,Male,PhD,Single,27343.31,22100.0,65.0,1,27600.0
35,Male,Bachelor,Single,77123.54,110100.0,73.0,1,143100.0
52,Female,High School,Single,16214.47,0.0,31.0,0,0.0
37,Male,High School,Single,48040.41,113400.0,68.0,1,102700.0
48,Female,Bachelor,Married,14341.42,0.0,43.0,1,21500.0
25,Male,PhD,Widowed,23992.27,29800.0,65.0,1,37200.0
33,Male,Master,Single,28685.7,0.0,51.0,1,43000.0
52,Female,Master,Married,12051.55,0.0,46.0,1,18100.0
28,Female,Bachelor,Divorced,54925.85,59500.0,67.0,1,74400.0
34,Female,Master,Married,39897.74,50200.0,70.0,1,65300.0
38,Male,High School,Single,19401.97,21400.0,48.0,1,23500.0
25,Male,High School,Married,38845.57,14000.0,41.0,1,15400.0
31,Female,Master,Married,75971.2,113400.0,78.0,1,147400.0
37,Male,High School,Single,12941.98,15100.0,48.0,1,16600.0
36,Male,Bachelor,Married,64833.04,37900.0,70.0,1,49300.0
50,Male,Bachelor,Married,32581.06,0.0,50.0,1,48900.0
52,Male,High School,Married,34301.74,62300.0,57.0,1,53800.0
26,Male,High School,Married,83535.58,119100.0,67.0,1,148900.0
37,Female,High School,Married,84988.17,72000.0,66.0,1,90000.0
43,Female,Bachelor,Married,26969.21,39800.0,67.0,1,49800.0
52,Female,High School,Married,128879.47,117400.0,66.0,1,146800.0
43,Female,High School,Married,103322.19,65100.0,66.0,1,81400.0
39,Male,Bachelor,Married,36908.04,18900.0,62.0,1,23600.0
43,Male,High School,Single,16864.84,11300.0,43.0,1,12400.0
43,Male,High School,Widowed,83287.21,0.0,51.0,1,124900.0
25,Female,High School,Single,68350.13,64100.0,54.0,1,73700.0
38,Male,High School,Single,80149.17,137100.0,69.0,1,171300.0
52,Male,Bachelor,Single,59314.06,117500.0,73.0,1,152800.0
33,Male,PhD,Divorced,76241.41,117700.0,76.0,1,153000.0
37,Male,High School,Married,188835.48,267200.0,77.0,1,347400.0
33,Male,Master,Married,103637.44,110600.0,84.0,1,154800.0
18,Male,High School,Divorced,15363.63,11500.0,37.0,1,12400.0
36,Female,Bachelor,Divorced,84910.23,0.0,60.0,1,127400.0
39,Male,Master,Married,84830.14,137300.0,84.0,1,192200.0
30,Female,Bachelor,Married,71944.65,44300.0,70.0,1,57600.0
23,Male,High School,Divorced,101689.91,0.0,46.0,1,152500.0
26,Female,High School,Married,37662.21,0.0,36.0,1,27800.0
44,Male,Bachelor,Married,52959.66,0.0,58.0,1,79400.0
57,Female,High School,Married,121541.87,52900.0,56.0,1,60800.0
51,Male,Bachelor,Married,13770.25,18600.0,60.0,1,23200.0
21,Female,High School,Single,169601.92,0.0,54.0,1,254400.0
45,Female,High School,Single,76210.66,107200.0,63.0,1,134000.0
28,Male,Bachelor,Married,23634.3,29900.0,63.0,1,37400.0
29,Male,Bachelor,Single,41397.9,34600.0,56.0,1,39800.0
30,Male,Bachelor,Divorced,31899.23,0.0,46.0,1,47800.0
43,Male,High School,Single,39359.59,0.0,38.0,0,0.0
46,Male,High School,Married,79950.55,51200.0,60.0,1,64000.0
34,Female,Bachelor,Married,399709.81,454700.0,87.0,1,636600.0
35,Male,Bachelor,Married,29979.72,57500.0,67.0,1,58400.0
41,Female,Bachelor,Single,41882.2,68500.0,65.0,1,85600.0
42,Female,PhD,Single,28596.32,63500.0,75.0,1,82600.0
48,Female,High School,Married,179598.61,322900.0,77.0,1,419800.0
21,Male,PhD,Married,63461.31,150200.0,81.0,1,210300.0
36,Female,Bachelor,Married,37184.15,28800.0,62.0,1,36000.0
24,Male,Master,Single,179505.88,70100.0,72.0,1,91100.0
35,Male,High School,Married,108037.57,51200.0,59.0,1,58900.0
33,Male,Bachelor,Married,36351.99,27200.0,62.0,1,34000.0
35,Female,Bachelor,Single,44962.67,18700.0,53.0,1,21500.0
27,Female,Bachelor,Single,43711.08,0.0,44.0,1,65600.0
19,Male,High School,Married,27077.04,58900.0,58.0,1,50000.0
18,Male,High School,Married,24270.68,21300.0,48.0,1,23400.0
34,Male,Bachelor,Single,31799.67,0.0,48.0,1,47700.0
31,Female,Master,Married,158701.99,159200.0,90.0,1,238800.0
28,Female,High School,Married,19476.52,24600.0,46.0,1,27100.0
50,Male,High School,Married,35970.84,78300.0,62.0,1,56400.0
26,Male,Master,Married,17378.66,24000.0,59.0,1,27600.0
51,Female,Bachelor,Married,24775.16,0.0,50.0,1,37200.0
53,Male,High School,Married,64854.41,0.0,48.0,1,97300.0
18,Male,High School,Widowed,35251.87,73700.0,55.0,1,69800.0
37,Female,Bachelor,Married,330391.74,150600.0,75.0,1,195800.0
31,Male,High School,Married,11101.29,0.0,33.0,0,0.0
18,Female,High School,Married,18287.81,0.0,29.0,0,0.0
20,Male,Bachelor,Single,87357.1,111600.0,75.0,1,145100.0
44,Female,High School,Married,352971.79,121600.0,65.0,1,152000.0
58,Female,High School,Married,317252.8,265700.0,69.0,1,332100.0
45,Male,Bachelor,Single,49371.11,44600.0,68.0,1,55800.0
39,Female,Bachelor,Single,354758.42,701600.0,85.0,1,982200.0
35,Male,High School,Married,149666.0,221900.0,71.0,1,288500.0
54,Male,High School,Married,16584.33,0.0,33.0,0,0.0
59,Male,High School,Single,162192.9,268500.0,72.0,1,349000.0
29,Male,High School,Married,75352.6,0.0,44.0,1,113000.0
18,Male,Bachelor,Single,66136.47,164700.0,74.0,1,214100.0
18,Female,Master,Married,12814.88,0.0,42.0,1,19200.0
50,Male,Bachelor,Divorced,67695.31,142900.0,76.0,1,185800.0
35,Male,High School,Single,51933.18,66000.0,63.0,1,82500.0
38,Female,High School,Married,47708.8,0.0,48.0,1,71600.0
18,Female,High School,Married,27381.07,20200.0,48.0,1,22200.0
27,Male,High School,Married,14405.21,21800.0,46.0,1,24000.0
32,Male,High School,Married,36876.52,59300.0,57.0,1,64600.0
38,Male,High School,Married,33485.6,44300.0,57.0,1,50900.0
31,Male,Master,Divorced,78081.53,71600.0,69.0,1,89500.0
24,Female,Master,Married,38961.95,81100.0,71.0,1,105400.0
27,Male,Bachelor,Single,18472.9,13900.0,49.0,1,15300.0
49,Male,High School,Married,34591.95,30300.0,52.0,1,34800.0
38,Female,Bachelor,Married,74836.5,90400.0,75.0,1,117500.0
42,Female,High School,Single,44480.81,94600.0,60.0,1,95100.0
26,Male,High School,Single,18469.38,5900.0,32.0,0,5900.0
18,Female,High School,Single,39077.04,88600.0,56.0,1,87900.0
30,Female,High School,Single,244062.42,0.0,58.0,1,366100.0
26,Female,High School,Married,285156.89,144900.0,68.0,1,181100.0
39,Female,High School,Single,64584.29,51000.0,58.0,1,58600.0
70,Male,High School,Married,60906.16,27900.0,50.0,1,32100.0
43,Female,Master,Single,32569.91,42000.0,68.0,1,52500.0
66,Female,High School,Widowed,35754.49,12200.0,39.0,0,12200.0
42,Male,High School,Married,73088.97,0.0,48.0,1,109600.0
29,Female,Bachelor,Single,82780.85,46400.0,70.0,1,60300.0
39,Female,High School,Married,37095.42,27800.0,52.0,1,32000.0
55,Female,Bachelor,Married,84121.85,27900.0,69.0,1,34900.0
56,Female,High School,Married,37102.1,30300.0,49.0,1,33300.0
29,Male,Bachelor,Divorced,60753.54,23200.0,55.0,1,26700.0
38,Female,Bachelor,Married,73389.2,37500.0,70.0,1,48800.0
20,Female,Bachelor,Married,155611.76,376100.0,88.0,1,510400.0
45,Female,High School,Married,75854.45,0.0,48.0,1,113800.0
53,Female,Bachelor,Married,41547.98,0.0,50.0,1,62300.0
36,Male,PhD,Single,171502.02,0.0,73.0,1,257300.0
28,Male,Bachelor,Married,29709.87,28000.0,58.0,1,32200.0
39,Female,PhD,Single,97102.79,213000.0,89.0,1,298200.0
40,Female,Master,Married,37097.45,0.0,53.0,1,55600.0
36,Male,Bachelor,Divorced,49961.82,47400.0,66.0,1,59200.0
37,Female,High School,Single,84779.21,174200.0,74.0,1,226500.0
34,Female,Bachelor,Single,19865.97,36400.0,58.0,1,41900.0
46,Female,Bachelor,Married,154217.5,73400.0,75.0,1,95400.0
44,Female,Bachelor,Widowed,86677.92,88800.0,78.0,1,115400.0
25,Male,Bachelor,Married,42405.21,74800.0,63.0,1,86900.0
24,Female,Bachelor,Single,43227.47,37300.0,56.0,1,42900.0
33,Female,Bachelor,Married,78095.02,0.0,58.0,1,117100.0
44,Female,High School,Married,14421.48,13900.0,45.0,1,15300.0
37,Female,High School,Widowed,23098.13,0.0,37.0,0,0.0
28,Male,Master,Married,47770.23,51600.0,74.0,1,67100.0
38,Female,Master,Married,40242.35,44000.0,70.0,1,57200.0
32,Female,Bachelor,Married,12296.56,21400.0,60.0,1,23900.0
45,Female,High School,Married,59089.23,94500.0,65.0,1,92700.0
39,Female,High School,Married,35480.45,44500.0,57.0,1,51200.0
32,Female,High School,Single,11573.09,22500.0,48.0,1,24700.0
38,Female,High School,Single,44662.55,98200.0,60.0,1,95500.0
50,Male,High School,Married,81769.62,39300.0,59.0,1,45200.0
29,Male,High School,Married,17016.53,29000.0,46.0,1,31400.0
40,Male,High School,Married,171761.29,320800.0,77.0,1,417000.0
35,Male,Bachelor,Single,67210.68,0.0,56.0,1,100800.0
40,Male,Master,Divorced,42629.78,18100.0,54.0,1,20800.0
28,Female,High School,Single,40997.54,0.0,34.0,0,0.0
37,Male,Bachelor,Divorced,91267.5,202700.0,82.0,1,283800.0
48,Female,PhD,Divorced,40324.98,26400.0,63.0,1,33000.0
25,Male,Master,Married,160553.67,176900.0,86.0,1,247700.0
21,Male,High School,Single,59282.12,114700.0,59.0,1,131900.0
21,Male,High School,Single,15916.5,35400.0,49.0,1,35800.0
23,Male,High School,Widowed,102437.54,236700.0,69.0,1,202800.0
42,Female,High School,Divorced,74996.18,150900.0,66.0,1,144300.0
20,Male,Bachelor,Widowed,75347.69,121100.0,68.0,1,151400.0
32,Female,High School,Widowed,44573.55,47600.0,54.0,1,54700.0
42,Female,Bachelor,Single,18673.04,0.0,41.0,0,0.0
40,Female,High School,Married,32289.01,10300.0,45.0,1,11300.0
31,Male,Bachelor,Married,26146.28,28000.0,67.0,1,35000.0
38,Male,High School,Married,40117.45,76000.0,57.0,1,70300.0
37,Male,Bachelor,Married,14245.55,24800.0,60.0,1,27700.0
33,Male,Bachelor,Single,174935.22,55700.0,73.0,1,72400.0
33,Female,Bachelor,Single,13325.06,20000.0,58.0,1,23000.0
60,Male,High School,Single,53847.14,0.0,43.0,0,0.0
44,Male,High School,Single,145839.13,160300.0,69.0,1,200400.0
63,Male,High School,Married,20987.57,52000.0,52.0,1,29000.0
30,Female,Bachelor,Married,25244.55,30300.0,67.0,1,37900.0
35,Male,High School,Married,46860.44,106100.0,70.0,1,131400.0
21,Male,Bachelor,Married,88532.33,29700.0,65.0,1,37100.0
27,Female,High School,Married,11640.68,21900.0,46.0,1,21500.0
56,Male,High School,Single,17290.24,22600.0,45.0,1,24900.0
30,Male,Bachelor,Single,12389.17,18600.0,58.0,1,21400.0
57,Male,High School,Married,52545.68,130500.0,67.0,1,82400.0
22,Female,High School,Married,11872.54,11500.0,41.0,0,11500.0
24,Male,Bachelor,Married,76948.66,169000.0,76.0,1,219700.0
32,Male,Bachelor,Married,39471.3,91400.0,72.0,1,118800.0
35,Female,High School,Single,50391.01,48100.0,58.0,1,55300.0
46,Male,High School,Married,51145.59,0.0,48.0,1,76700.0
40,Female,Bachelor,Divorced,87044.89,176700.0,82.0,1,247400.0
31,Male,PhD,Married,17066.32,40200.0,70.0,1,52300.0
34,Male,High School,Married,160316.59,216500.0,77.0,1,281400.0
32,Female,Bachelor,Single,48625.04,108200.0,78.0,1,140700.0
25,Female,Master,Single,94717.1,74400.0,73.0,1,96700.0
26,Male,Bachelor,Married,62828.9,123500.0,71.0,1,160600.0
47,Female,High School,Married,69986.45,0.0,48.0,1,105000.0
18,Female,Bachelor,Married,61762.49,0.0,54.0,1,92600.0
53,Male,High School,Single,38408.95,38500.0,55.0,1,44300.0
32,Female,High School,Married,18033.79,15400.0,45.0,1,16900.0
27,Male,High School,Single,15362.26,28900.0,44.0,1,31800.0
44,Male,High School,Married,97147.64,151200.0,71.0,1,196600.0
52,Male,High School,Divorced,143597.38,315800.0,72.0,1,395500.0
48,Female,Bachelor,Married,111769.09,0.0,64.0,1,167700.0
41,Male,Master,Single,124725.42,85700.0,77.0,1,111400.0
47,Female,High School,Married,183167.53,141400.0,72.0,1,183800.0
18,Male,High School,Married,68449.87,162700.0,66.0,1,126300.0
30,Male,Bachelor,Divorced,38076.8,43000.0,63.0,1,53800.0
25,Female,Bachelor,Married,70987.37,106800.0,71.0,1,138800.0
49,Female,Bachelor,Married,39286.26,48300.0,67.0,1,60400.0
31,Male,Bachelor,Married,44986.56,69300.0,67.0,1,86600.0
45,Male,Master,Single,73465.55,131200.0,76.0,1,170600.0
41,Female,High School,Married,12652.95,0.0,33.0,0,0.0
26,Male,High School,Married,16867.5,17400.0,46.0,1,19100.0
29,Female,High School,Married,56028.35,121000.0,66.0,1,103400.0
50,Female,Bachelor,Married,29594.64,49100.0,67.0,1,51600.0
27,Female,Master,Married,30097.01,0.0,49.0,1,45100.0
37,Female,Master,Single,33959.67,75100.0,73.0,1,97600.0
27,Female,Master,Single,68567.94,0.0,55.0,1,102900.0
32,Male,High School,Single,37348.32,77000.0,60.0,1,79800.0
35,Male,Bachelor,Married,64697.61,147600.0,80.0,1,201600.0
27,Male,High School,Single,106892.57,135300.0,65.0,1,169100.0
25,Male,Master,Single,134188.84,189300.0,78.0,1,246100.0
39,Female,High School,Single,161682.16,182000.0,75.0,1,236600.0
26,Male,High School,Married,153254.27,96800.0,68.0,1,121000.0
27,Female,Master,Married,24651.37,36300.0,66.0,1,45400.0
25,Female,Bachelor,Single,87675.08,103000.0,75.0,1,133900.0
